order_id,postal_code,region,created_at,sku,qty,weight_kg
ORD402,52236,SC,2025-08-01T20:50:00,SKU456,4,2.94
ORD403,94564,NE,2025-08-07T03:25:00,SKU123,1,1.98
ORD404,05764,SC,2025-08-07T09:14:00,SKU789,3,0.26
ORD405,78655,MW,2025-08-06T03:32:00,SKU456,2,1.17
ORD406,68746,SC,2025-08-02T14:33:00,SKU123,3,1.5
ORD407,81426,NE,2025-08-03T13:59:00,SKU789,3,1.59
ORD408,51486,W,2025-08-01T14:56:00,SKU789,1,1.71
ORD409,39144,MW,2025-08-04T02:38:00,SKU456,1,2.69
ORD410,35576,NE,2025-08-03T09:40:00,SKU789,3,2.8
ORD411,42162,W,2025-08-05T19:24:00,SKU123,5,2.76
ORD412,51033,MW,2025-08-06T00:39:00,SKU789,2,2.07
ORD413,90414,SC,2025-08-04T15:34:00,SKU789,1,0.41
ORD414,19095,NE,2025-08-05T10:31:00,SKU456,3,1.43
ORD415,74245,NE,2025-08-06T20:11:00,SKU456,5,2.97
ORD416,37227,SC,2025-08-01T07:31:00,SKU123,3,2.2
ORD417,11859,SC,2025-08-02T13:15:00,SKU123,2,0.82
ORD418,51549,MW,2025-08-04T01:43:00,SKU456,5,2.7
ORD419,18733,W,2025-08-01T05:07:00,SKU789,1,1.05
ORD420,05707,SC,2025-08-04T11:36:00,SKU789,2,1.68
ORD421,01936,MW,2025-08-05T16:51:00,SKU456,2,2.99
ORD422,35436,NE,2025-08-05T03:19:00,SKU456,5,2.08
ORD423,87335,SC,2025-08-07T11:42:00,SKU456,3,1.17
ORD424,07476,MW,2025-08-06T07:57:00,SKU456,4,2.46
ORD425,49072,W,2025-08-06T18:43:00,SKU123,5,0.69
ORD426,50378,SC,2025-08-05T23:20:00,SKU123,1,2.86
ORD427,90730,SC,2025-08-06T17:41:00,SKU456,5,1.09
ORD428,79349,NE,2025-08-07T12:57:00,SKU789,4,1.64
ORD429,92621,SC,2025-08-06T05:45:00,SKU123,2,1.09
ORD430,58484,MW,2025-08-06T23:32:00,SKU456,4,1.94
ORD431,19808,W,2025-08-01T18:43:00,SKU123,2,2.44
ORD432,14192,W,2025-08-04T07:44:00,SKU123,4,2.24
ORD433,93697,SC,2025-08-02T14:22:00,SKU789,4,2.15
ORD434,59765,W,2025-08-05T19:38:00,SKU789,2,1.73
ORD435,55044,MW,2025-08-04T21:42:00,SKU123,4,2.36
ORD436,79674,NE,2025-08-06T15:59:00,SKU456,3,0.62
ORD437,29456,W,2025-08-01T08:56:00,SKU456,3,0.36
ORD438,56543,SC,2025-08-02T19:13:00,SKU789,3,2.63
ORD439,91613,NE,2025-08-02T16:05:00,SKU456,4,2.26
ORD440,08364,NE,2025-08-04T02:49:00,SKU123,4,0.47
ORD441,52110,NE,2025-08-05T13:13:00,SKU456,1,1.16
ORD442,76787,SC,2025-08-04T04:52:00,SKU456,3,2.9
ORD443,80247,SC,2025-08-02T07:45:00,SKU789,3,1.25
ORD444,29541,W,2025-08-07T00:19:00,SKU789,1,1.99
ORD445,88944,SC,2025-08-03T13:03:00,SKU789,4,1.06
ORD446,63825,MW,2025-08-03T07:26:00,SKU456,3,0.55
ORD447,29827,NE,2025-08-07T15:35:00,SKU789,5,2.13
ORD448,26640,SC,2025-08-05T03:38:00,SKU789,5,0.67
ORD449,28894,W,2025-08-06T09:24:00,SKU456,3,0.58
ORD450,25506,W,2025-08-06T10:54:00,SKU456,5,1.98
ORD451,25020,MW,2025-08-03T16:41:00,SKU456,4,2.0
ORD452,94124,SC,2025-08-07T18:57:00,SKU123,5,0.64
ORD453,48082,NE,2025-08-01T00:50:00,SKU456,4,1.95
ORD454,66421,SC,2025-08-05T10:02:00,SKU456,2,2.31
ORD455,16787,W,2025-08-05T00:15:00,SKU123,5,0.51
ORD456,18589,W,2025-08-04T11:45:00,SKU123,5,1.83
ORD457,23010,W,2025-08-02T11:16:00,SKU789,2,1.74
ORD458,60753,NE,2025-08-07T05:58:00,SKU123,2,1.98
ORD459,66083,MW,2025-08-02T21:49:00,SKU456,4,2.12
ORD460,07774,MW,2025-08-04T11:46:00,SKU789,2,2.31
ORD461,39655,MW,2025-08-06T00:11:00,SKU789,4,1.49
ORD462,70296,W,2025-08-01T14:14:00,SKU789,4,0.68
ORD463,30714,W,2025-08-03T19:27:00,SKU123,4,2.81
ORD464,52312,NE,2025-08-02T16:54:00,SKU123,1,1.28
ORD465,60417,SC,2025-08-07T08:06:00,SKU789,2,1.29
ORD466,59629,SC,2025-08-02T16:41:00,SKU456,2,2.86
ORD467,48114,W,2025-08-05T04:48:00,SKU123,3,2.81
ORD468,96456,MW,2025-08-04T04:27:00,SKU123,1,1.44
ORD469,87439,W,2025-08-02T06:13:00,SKU456,5,0.37
ORD470,32283,SC,2025-08-04T06:21:00,SKU123,3,0.94
ORD471,83640,W,2025-08-03T03:19:00,SKU456,4,0.27
ORD472,75779,W,2025-08-05T04:26:00,SKU789,2,1.21
ORD473,36766,MW,2025-08-06T05:30:00,SKU789,4,0.84
ORD474,80340,W,2025-08-06T04:18:00,SKU123,2,1.25
ORD475,34876,SC,2025-08-03T11:48:00,SKU123,4,2.78
ORD476,99084,MW,2025-08-06T05:11:00,SKU123,2,1.96
ORD477,38776,W,2025-08-06T10:52:00,SKU789,1,0.63
ORD478,53175,NE,2025-08-07T15:18:00,SKU123,5,1.68
ORD479,40795,MW,2025-08-04T03:59:00,SKU789,1,1.38
ORD480,75404,NE,2025-08-04T20:39:00,SKU456,1,1.69
ORD481,03030,MW,2025-08-07T03:42:00,SKU789,3,2.85
ORD482,58175,SC,2025-08-01T22:50:00,SKU789,3,2.24
ORD483,76796,W,2025-08-03T00:21:00,SKU123,5,2.16
ORD484,06001,NE,2025-08-01T04:25:00,SKU456,4,1.46
ORD485,39749,MW,2025-08-07T10:10:00,SKU123,1,0.61
ORD486,48955,MW,2025-08-07T08:47:00,SKU123,5,2.39
ORD487,12586,SC,2025-08-06T05:22:00,SKU456,4,1.79
ORD488,77162,NE,2025-08-02T12:48:00,SKU123,1,0.7
ORD489,34987,MW,2025-08-05T09:32:00,SKU456,5,1.29
ORD490,09201,MW,2025-08-02T12:32:00,SKU456,2,1.96
ORD491,17153,NE,2025-08-04T12:31:00,SKU456,1,1.57
ORD492,20853,MW,2025-08-06T20:59:00,SKU789,3,2.67
ORD493,37315,NE,2025-08-03T05:10:00,SKU123,1,1.43
ORD494,27563,MW,2025-08-05T20:09:00,SKU456,3,0.76
ORD495,91190,MW,2025-08-03T02:42:00,SKU123,2,2.83
ORD496,83587,MW,2025-08-02T02:34:00,SKU123,4,0.72
ORD497,32860,NE,2025-08-05T11:11:00,SKU789,3,0.95
ORD498,32144,W,2025-08-02T23:27:00,SKU789,5,1.04
ORD499,67415,NE,2025-08-03T07:15:00,SKU456,2,2.6
ORD500,87661,NE,2025-08-06T00:28:00,SKU456,4,0.28
